location,date,vaccine,total_vaccinations
Japan,03-08-21,Pfizer/BioNTech,86092639
Japan,04-08-21,Moderna,5687427
Japan,04-08-21,Pfizer/BioNTech,86647668
Latvia,21-05-20,Moderna,1
Latvia,04-12-20,Moderna,2
Latvia,16-12-20,Pfizer/BioNTech,1
Latvia,20-12-20,Moderna,5
Latvia,21-12-20,Pfizer/BioNTech,2
Latvia,22-12-20,Pfizer/BioNTech,6
Latvia,24-12-20,Pfizer/BioNTech,8
Latvia,27-12-20,Pfizer/BioNTech,9
Latvia,28-12-20,Pfizer/BioNTech,612
Latvia,29-12-20,Moderna,6
Latvia,29-12-20,Pfizer/BioNTech,1487
Latvia,30-12-20,Pfizer/BioNTech,2284
Latvia,31-12-20,Moderna,7
Latvia,31-12-20,Pfizer/BioNTech,2287
Latvia,01-01-21,Pfizer/BioNTech,2291
Latvia,02-01-21,Pfizer/BioNTech,2292
Latvia,03-01-21,Pfizer/BioNTech,2293
Latvia,04-01-21,Moderna,8
Latvia,04-01-21,Pfizer/BioNTech,2994
Latvia,05-01-21,Pfizer/BioNTech,3885
Latvia,06-01-21,Moderna,9
Latvia,06-01-21,Pfizer/BioNTech,4662
Latvia,07-01-21,Pfizer/BioNTech,5474
Latvia,08-01-21,Pfizer/BioNTech,6384
Latvia,09-01-21,Pfizer/BioNTech,6689
Latvia,10-01-21,Pfizer/BioNTech,7025
Latvia,11-01-21,Moderna,13
Latvia,11-01-21,Pfizer/BioNTech,8392
Latvia,12-01-21,Moderna,14
Latvia,12-01-21,Pfizer/BioNTech,10022
Latvia,13-01-21,Johnson&Johnson,1
Latvia,13-01-21,Moderna,147
Latvia,13-01-21,Pfizer/BioNTech,11408
Latvia,14-01-21,Moderna,575
Latvia,14-01-21,Oxford/AstraZeneca,1
Latvia,14-01-21,Pfizer/BioNTech,12815
Latvia,15-01-21,Moderna,939
Latvia,15-01-21,Pfizer/BioNTech,14329
Latvia,16-01-21,Moderna,970
Latvia,16-01-21,Pfizer/BioNTech,14970
Latvia,17-01-21,Pfizer/BioNTech,15088
Latvia,18-01-21,Moderna,1114
Latvia,18-01-21,Pfizer/BioNTech,15798
Latvia,19-01-21,Moderna,1176
Latvia,19-01-21,Pfizer/BioNTech,16617
Latvia,20-01-21,Moderna,1186
Latvia,20-01-21,Pfizer/BioNTech,17388
Latvia,21-01-21,Moderna,1187
Latvia,21-01-21,Pfizer/BioNTech,17674
Latvia,22-01-21,Moderna,1208
Latvia,22-01-21,Pfizer/BioNTech,17879
Latvia,23-01-21,Pfizer/BioNTech,18007
Latvia,24-01-21,Pfizer/BioNTech,18008
Latvia,25-01-21,Moderna,1209
Latvia,25-01-21,Oxford/AstraZeneca,2
Latvia,25-01-21,Pfizer/BioNTech,18680
Latvia,26-01-21,Moderna,1222
Latvia,26-01-21,Pfizer/BioNTech,19526
Latvia,27-01-21,Moderna,1229
Latvia,27-01-21,Pfizer/BioNTech,20352
Latvia,28-01-21,Moderna,1230
Latvia,28-01-21,Pfizer/BioNTech,21136
Latvia,29-01-21,Moderna,1241
Latvia,29-01-21,Pfizer/BioNTech,22092
Latvia,30-01-21,Moderna,1242
Latvia,30-01-21,Pfizer/BioNTech,22401
Latvia,31-01-21,Pfizer/BioNTech,22742
Latvia,01-02-21,Moderna,1243
Latvia,01-02-21,Oxford/AstraZeneca,3
Latvia,01-02-21,Pfizer/BioNTech,23933
Latvia,02-02-21,Moderna,1366
Latvia,02-02-21,Oxford/AstraZeneca,4
Latvia,02-02-21,Pfizer/BioNTech,25633
Latvia,03-02-21,Moderna,1588
Latvia,03-02-21,Pfizer/BioNTech,27040
Latvia,04-02-21,Moderna,1699
Latvia,04-02-21,Pfizer/BioNTech,28439
Latvia,05-02-21,Moderna,1789
Latvia,05-02-21,Oxford/AstraZeneca,5
Latvia,05-02-21,Pfizer/BioNTech,30019
Latvia,06-02-21,Oxford/AstraZeneca,6
Latvia,06-02-21,Pfizer/BioNTech,30589
Latvia,07-02-21,Oxford/AstraZeneca,7
Latvia,07-02-21,Pfizer/BioNTech,30716
Latvia,08-02-21,Moderna,1833
Latvia,08-02-21,Oxford/AstraZeneca,9
Latvia,08-02-21,Pfizer/BioNTech,31087
Latvia,09-02-21,Moderna,1855
Latvia,09-02-21,Oxford/AstraZeneca,31
Latvia,09-02-21,Pfizer/BioNTech,31233
Latvia,10-02-21,Moderna,1987
Latvia,10-02-21,Oxford/AstraZeneca,448
Latvia,10-02-21,Pfizer/BioNTech,31329
Latvia,11-02-21,Moderna,2378
Latvia,11-02-21,Oxford/AstraZeneca,1544
Latvia,11-02-21,Pfizer/BioNTech,31641
Latvia,12-02-21,Moderna,2725
Latvia,12-02-21,Oxford/AstraZeneca,2716
Latvia,12-02-21,Pfizer/BioNTech,31871
Latvia,13-02-21,Moderna,2775
Latvia,13-02-21,Oxford/AstraZeneca,2939
Latvia,13-02-21,Pfizer/BioNTech,32000
Latvia,14-02-21,Moderna,2795
Latvia,14-02-21,Oxford/AstraZeneca,2941
Latvia,14-02-21,Pfizer/BioNTech,32004
Latvia,15-02-21,Moderna,2948
Latvia,15-02-21,Oxford/AstraZeneca,3640
Latvia,15-02-21,Pfizer/BioNTech,32032
Latvia,16-02-21,Moderna,3168
Latvia,16-02-21,Oxford/AstraZeneca,4792
Latvia,16-02-21,Pfizer/BioNTech,32054
Latvia,17-02-21,Moderna,3297
Latvia,17-02-21,Oxford/AstraZeneca,6510
Latvia,17-02-21,Pfizer/BioNTech,32215
Latvia,18-02-21,Moderna,3535
Latvia,18-02-21,Oxford/AstraZeneca,7766
Latvia,18-02-21,Pfizer/BioNTech,32276
Latvia,19-02-21,Moderna,3744
Latvia,19-02-21,Oxford/AstraZeneca,8880
Latvia,19-02-21,Pfizer/BioNTech,32333
Latvia,20-02-21,Moderna,3764
Latvia,20-02-21,Oxford/AstraZeneca,9605
Latvia,20-02-21,Pfizer/BioNTech,32335
Latvia,21-02-21,Moderna,3766
Latvia,21-02-21,Oxford/AstraZeneca,10414
Latvia,21-02-21,Pfizer/BioNTech,32339
Latvia,22-02-21,Moderna,4011
Latvia,22-02-21,Oxford/AstraZeneca,11925
Latvia,22-02-21,Pfizer/BioNTech,32374
Latvia,23-02-21,Moderna,4234
Latvia,23-02-21,Oxford/AstraZeneca,14077
Latvia,23-02-21,Pfizer/BioNTech,32404
Latvia,24-02-21,Moderna,4388
Latvia,24-02-21,Oxford/AstraZeneca,18216
Latvia,24-02-21,Pfizer/BioNTech,32447
Latvia,25-02-21,Moderna,4650
Latvia,25-02-21,Oxford/AstraZeneca,22064
Latvia,25-02-21,Pfizer/BioNTech,32544
Latvia,26-02-21,Moderna,4862
Latvia,26-02-21,Oxford/AstraZeneca,25114
Latvia,26-02-21,Pfizer/BioNTech,32683
Latvia,27-02-21,Moderna,5184
Latvia,27-02-21,Oxford/AstraZeneca,25377
Latvia,27-02-21,Pfizer/BioNTech,32692
Latvia,28-02-21,Moderna,5186
Latvia,28-02-21,Oxford/AstraZeneca,25507
Latvia,28-02-21,Pfizer/BioNTech,32696
Latvia,01-03-21,Moderna,5568
Latvia,01-03-21,Oxford/AstraZeneca,27161
Latvia,01-03-21,Pfizer/BioNTech,32938
Latvia,02-03-21,Moderna,6294
Latvia,02-03-21,Oxford/AstraZeneca,28972
Latvia,02-03-21,Pfizer/BioNTech,33268
Latvia,03-03-21,Moderna,7048
Latvia,03-03-21,Oxford/AstraZeneca,33099
Latvia,03-03-21,Pfizer/BioNTech,33924
Latvia,04-03-21,Moderna,7575
Latvia,04-03-21,Oxford/AstraZeneca,40292
Latvia,04-03-21,Pfizer/BioNTech,34455
Latvia,05-03-21,Johnson&Johnson,2
Latvia,05-03-21,Moderna,8053
Latvia,05-03-21,Oxford/AstraZeneca,46525
Latvia,05-03-21,Pfizer/BioNTech,34805
Latvia,06-03-21,Moderna,8139
Latvia,06-03-21,Oxford/AstraZeneca,47639
Latvia,06-03-21,Pfizer/BioNTech,34808
Latvia,07-03-21,Johnson&Johnson,3
Latvia,07-03-21,Oxford/AstraZeneca,47720
Latvia,07-03-21,Pfizer/BioNTech,34816
Latvia,08-03-21,Johnson&Johnson,4
Latvia,08-03-21,Moderna,8404
Latvia,08-03-21,Oxford/AstraZeneca,49882
Latvia,08-03-21,Pfizer/BioNTech,34822
Latvia,09-03-21,Moderna,8763
Latvia,09-03-21,Oxford/AstraZeneca,52485
Latvia,09-03-21,Pfizer/BioNTech,35065
Latvia,10-03-21,Moderna,9047
Latvia,10-03-21,Oxford/AstraZeneca,55121
Latvia,10-03-21,Pfizer/BioNTech,35635
Latvia,11-03-21,Moderna,9210
Latvia,11-03-21,Oxford/AstraZeneca,58643
Latvia,11-03-21,Pfizer/BioNTech,35785
Latvia,12-03-21,Moderna,9344
Latvia,12-03-21,Oxford/AstraZeneca,65933
Latvia,12-03-21,Pfizer/BioNTech,35830
Latvia,13-03-21,Moderna,9414
Latvia,13-03-21,Oxford/AstraZeneca,67240
Latvia,13-03-21,Pfizer/BioNTech,35834
Latvia,14-03-21,Moderna,9415
Latvia,14-03-21,Oxford/AstraZeneca,67313
Latvia,14-03-21,Pfizer/BioNTech,35836
Latvia,15-03-21,Moderna,9517
Latvia,15-03-21,Oxford/AstraZeneca,72778
Latvia,15-03-21,Pfizer/BioNTech,35839
Latvia,16-03-21,Johnson&Johnson,6
Latvia,16-03-21,Moderna,9681
Latvia,16-03-21,Oxford/AstraZeneca,72790
Latvia,16-03-21,Pfizer/BioNTech,35853
Latvia,17-03-21,Moderna,9843
Latvia,17-03-21,Oxford/AstraZeneca,72796
Latvia,17-03-21,Pfizer/BioNTech,35868
Latvia,18-03-21,Johnson&Johnson,7
Latvia,18-03-21,Moderna,10065
Latvia,18-03-21,Oxford/AstraZeneca,72802
Latvia,18-03-21,Pfizer/BioNTech,35928
Latvia,19-03-21,Moderna,10405
Latvia,19-03-21,Oxford/AstraZeneca,73322
Latvia,19-03-21,Pfizer/BioNTech,36029
Latvia,20-03-21,Moderna,10455
Latvia,20-03-21,Oxford/AstraZeneca,73679
Latvia,20-03-21,Pfizer/BioNTech,36032
Latvia,21-03-21,Moderna,10459
Latvia,21-03-21,Oxford/AstraZeneca,73707
Latvia,21-03-21,Pfizer/BioNTech,36037
Latvia,22-03-21,Johnson&Johnson,9
Latvia,22-03-21,Moderna,11122
Latvia,22-03-21,Oxford/AstraZeneca,76737
Latvia,22-03-21,Pfizer/BioNTech,36042
Latvia,23-03-21,Johnson&Johnson,10
Latvia,23-03-21,Moderna,12368
Latvia,23-03-21,Oxford/AstraZeneca,82847
Latvia,23-03-21,Pfizer/BioNTech,36243
Latvia,24-03-21,Moderna,13866
Latvia,24-03-21,Oxford/AstraZeneca,89251
Latvia,24-03-21,Pfizer/BioNTech,36788
Latvia,25-03-21,Moderna,15471
Latvia,25-03-21,Oxford/AstraZeneca,94205
Latvia,25-03-21,Pfizer/BioNTech,37272
Latvia,26-03-21,Moderna,17138
Latvia,26-03-21,Oxford/AstraZeneca,97105
Latvia,26-03-21,Pfizer/BioNTech,37727
Latvia,27-03-21,Moderna,17544
Latvia,27-03-21,Oxford/AstraZeneca,97275
Latvia,27-03-21,Pfizer/BioNTech,37731
Latvia,28-03-21,Oxford/AstraZeneca,97306
Latvia,28-03-21,Pfizer/BioNTech,37736
Latvia,29-03-21,Moderna,18571
Latvia,29-03-21,Oxford/AstraZeneca,98960
Latvia,29-03-21,Pfizer/BioNTech,37743
Latvia,30-03-21,Johnson&Johnson,11
Latvia,30-03-21,Moderna,19880
Latvia,30-03-21,Oxford/AstraZeneca,102857
Latvia,30-03-21,Pfizer/BioNTech,38730
Latvia,31-03-21,Moderna,21222
Latvia,31-03-21,Oxford/AstraZeneca,106786
Latvia,31-03-21,Pfizer/BioNTech,40439
Latvia,01-04-21,Johnson&Johnson,12
Latvia,01-04-21,Moderna,22731
Latvia,01-04-21,Oxford/AstraZeneca,109552
Latvia,01-04-21,Pfizer/BioNTech,41080
Latvia,02-04-21,Johnson&Johnson,13
Latvia,02-04-21,Moderna,22977
Latvia,02-04-21,Oxford/AstraZeneca,109880
Latvia,02-04-21,Pfizer/BioNTech,41089
Latvia,03-04-21,Johnson&Johnson,14
Latvia,03-04-21,Moderna,23138
Latvia,03-04-21,Oxford/AstraZeneca,113241
Latvia,03-04-21,Pfizer/BioNTech,41235
Latvia,04-04-21,Moderna,23146
Latvia,04-04-21,Oxford/AstraZeneca,114858
Latvia,04-04-21,Pfizer/BioNTech,41239
Latvia,05-04-21,Johnson&Johnson,15
Latvia,05-04-21,Moderna,23285
Latvia,05-04-21,Oxford/AstraZeneca,117591
Latvia,05-04-21,Pfizer/BioNTech,41247
Latvia,06-04-21,Johnson&Johnson,16
Latvia,06-04-21,Moderna,25014
Latvia,06-04-21,Oxford/AstraZeneca,121871
Latvia,06-04-21,Pfizer/BioNTech,41309
Latvia,07-04-21,Johnson&Johnson,25
Latvia,07-04-21,Moderna,27407
Latvia,07-04-21,Oxford/AstraZeneca,129923
Latvia,07-04-21,Pfizer/BioNTech,41440
Latvia,08-04-21,Johnson&Johnson,30
Latvia,08-04-21,Moderna,29415
Latvia,08-04-21,Oxford/AstraZeneca,135251
Latvia,08-04-21,Pfizer/BioNTech,41896
Latvia,09-04-21,Johnson&Johnson,36
Latvia,09-04-21,Moderna,30831
Latvia,09-04-21,Oxford/AstraZeneca,139256
Latvia,09-04-21,Pfizer/BioNTech,42200
Latvia,10-04-21,Moderna,30984
Latvia,10-04-21,Oxford/AstraZeneca,141066
Latvia,10-04-21,Pfizer/BioNTech,42257
Latvia,11-04-21,Johnson&Johnson,38
Latvia,11-04-21,Moderna,30986
Latvia,11-04-21,Oxford/AstraZeneca,141156
Latvia,11-04-21,Pfizer/BioNTech,42261
Latvia,12-04-21,Moderna,31551
Latvia,12-04-21,Oxford/AstraZeneca,143163
Latvia,12-04-21,Pfizer/BioNTech,42683
Latvia,13-04-21,Moderna,32443
Latvia,13-04-21,Oxford/AstraZeneca,145411
Latvia,13-04-21,Pfizer/BioNTech,43924
Latvia,14-04-21,Moderna,34324
Latvia,14-04-21,Oxford/AstraZeneca,147982
Latvia,14-04-21,Pfizer/BioNTech,46339
Latvia,15-04-21,Moderna,36151
Latvia,15-04-21,Oxford/AstraZeneca,150224
Latvia,15-04-21,Pfizer/BioNTech,48626
Latvia,16-04-21,Moderna,37092
Latvia,16-04-21,Oxford/AstraZeneca,155359
Latvia,16-04-21,Pfizer/BioNTech,52031
Latvia,17-04-21,Moderna,37305
Latvia,17-04-21,Oxford/AstraZeneca,160845
Latvia,17-04-21,Pfizer/BioNTech,52847
Latvia,18-04-21,Moderna,37403
Latvia,18-04-21,Oxford/AstraZeneca,161234
Latvia,18-04-21,Pfizer/BioNTech,53289
Latvia,19-04-21,Moderna,38768
Latvia,19-04-21,Oxford/AstraZeneca,162113
Latvia,19-04-21,Pfizer/BioNTech,55055
Latvia,20-04-21,Moderna,42793
Latvia,20-04-21,Oxford/AstraZeneca,163085
Latvia,20-04-21,Pfizer/BioNTech,57473
Latvia,21-04-21,Moderna,48228
Latvia,21-04-21,Oxford/AstraZeneca,164686
Latvia,21-04-21,Pfizer/BioNTech,60893
Latvia,22-04-21,Moderna,54224
Latvia,22-04-21,Oxford/AstraZeneca,165529
Latvia,22-04-21,Pfizer/BioNTech,63941
Latvia,23-04-21,Moderna,58381
Latvia,23-04-21,Oxford/AstraZeneca,166709
Latvia,23-04-21,Pfizer/BioNTech,69436
Latvia,24-04-21,Moderna,58804
Latvia,24-04-21,Oxford/AstraZeneca,167361
Latvia,24-04-21,Pfizer/BioNTech,74577
Latvia,25-04-21,Moderna,59052
Latvia,25-04-21,Oxford/AstraZeneca,167451
Latvia,25-04-21,Pfizer/BioNTech,75637
Latvia,26-04-21,Moderna,61168
Latvia,26-04-21,Oxford/AstraZeneca,169013
Latvia,26-04-21,Pfizer/BioNTech,76553
Latvia,27-04-21,Johnson&Johnson,113
Latvia,27-04-21,Moderna,64537
Latvia,27-04-21,Oxford/AstraZeneca,171405
Latvia,27-04-21,Pfizer/BioNTech,78245
Latvia,28-04-21,Johnson&Johnson,224
Latvia,28-04-21,Moderna,68622
Latvia,28-04-21,Oxford/AstraZeneca,174208
Latvia,28-04-21,Pfizer/BioNTech,85898
Latvia,29-04-21,Johnson&Johnson,273
Latvia,29-04-21,Moderna,72833
Latvia,29-04-21,Oxford/AstraZeneca,177305
Latvia,29-04-21,Pfizer/BioNTech,93020
Latvia,30-04-21,Johnson&Johnson,354
Latvia,30-04-21,Moderna,75790
Latvia,30-04-21,Oxford/AstraZeneca,179469
Latvia,30-04-21,Pfizer/BioNTech,99379
Latvia,01-05-21,Johnson&Johnson,356
Latvia,01-05-21,Moderna,76029
Latvia,01-05-21,Oxford/AstraZeneca,179852
Latvia,01-05-21,Pfizer/BioNTech,105613
Latvia,02-05-21,Johnson&Johnson,367
Latvia,02-05-21,Moderna,76066
Latvia,02-05-21,Oxford/AstraZeneca,179874
Latvia,02-05-21,Pfizer/BioNTech,107153
Latvia,03-05-21,Johnson&Johnson,368
Latvia,03-05-21,Moderna,76708
Latvia,03-05-21,Oxford/AstraZeneca,180418
Latvia,03-05-21,Pfizer/BioNTech,108959
Latvia,04-05-21,Johnson&Johnson,371
Latvia,04-05-21,Moderna,76796
Latvia,04-05-21,Oxford/AstraZeneca,180420
Latvia,04-05-21,Pfizer/BioNTech,117750
Latvia,05-05-21,Johnson&Johnson,506
Latvia,05-05-21,Moderna,80682
Latvia,05-05-21,Oxford/AstraZeneca,183228
Latvia,05-05-21,Pfizer/BioNTech,127685
Latvia,06-05-21,Johnson&Johnson,678
Latvia,06-05-21,Moderna,85022
Latvia,06-05-21,Oxford/AstraZeneca,187132
Latvia,06-05-21,Pfizer/BioNTech,140994
Latvia,07-05-21,Johnson&Johnson,843
Latvia,07-05-21,Moderna,89074
Latvia,07-05-21,Oxford/AstraZeneca,190165
Latvia,07-05-21,Pfizer/BioNTech,153765
Latvia,08-05-21,Johnson&Johnson,891
Latvia,08-05-21,Moderna,90744
Latvia,08-05-21,Oxford/AstraZeneca,191286
Latvia,08-05-21,Pfizer/BioNTech,163227
Latvia,09-05-21,Johnson&Johnson,973
Latvia,09-05-21,Moderna,90747
Latvia,09-05-21,Oxford/AstraZeneca,191310
Latvia,09-05-21,Pfizer/BioNTech,164742
Latvia,10-05-21,Johnson&Johnson,1098
Latvia,10-05-21,Moderna,92715
Latvia,10-05-21,Oxford/AstraZeneca,193767
Latvia,10-05-21,Pfizer/BioNTech,169781
Latvia,11-05-21,Johnson&Johnson,1378
Latvia,11-05-21,Moderna,95280
Latvia,11-05-21,Oxford/AstraZeneca,196068
Latvia,11-05-21,Pfizer/BioNTech,182647
Latvia,12-05-21,Johnson&Johnson,1949
Latvia,12-05-21,Moderna,98947
Latvia,12-05-21,Oxford/AstraZeneca,198613
Latvia,12-05-21,Pfizer/BioNTech,198683
Latvia,13-05-21,Johnson&Johnson,2610
Latvia,13-05-21,Moderna,102547
Latvia,13-05-21,Oxford/AstraZeneca,201498
Latvia,13-05-21,Pfizer/BioNTech,213998
Latvia,14-05-21,Johnson&Johnson,3528
Latvia,14-05-21,Moderna,105553
Latvia,14-05-21,Oxford/AstraZeneca,204952
Latvia,14-05-21,Pfizer/BioNTech,228557
Latvia,15-05-21,Johnson&Johnson,3618
Latvia,15-05-21,Moderna,106083
Latvia,15-05-21,Oxford/AstraZeneca,205547
Latvia,15-05-21,Pfizer/BioNTech,240653
Latvia,16-05-21,Johnson&Johnson,3638
Latvia,16-05-21,Moderna,106325
Latvia,16-05-21,Oxford/AstraZeneca,205586
Latvia,16-05-21,Pfizer/BioNTech,245386
Latvia,17-05-21,Johnson&Johnson,4272
Latvia,17-05-21,Moderna,108956
Latvia,17-05-21,Oxford/AstraZeneca,207941
Latvia,17-05-21,Pfizer/BioNTech,251730
Latvia,18-05-21,Johnson&Johnson,5551
Latvia,18-05-21,Moderna,113515
Latvia,18-05-21,Oxford/AstraZeneca,209708
Latvia,18-05-21,Pfizer/BioNTech,261464
Latvia,19-05-21,Johnson&Johnson,7469
Latvia,19-05-21,Moderna,118900
Latvia,19-05-21,Oxford/AstraZeneca,211842
Latvia,19-05-21,Pfizer/BioNTech,275160
Latvia,20-05-21,Johnson&Johnson,9259
Latvia,20-05-21,Moderna,124875
Latvia,20-05-21,Oxford/AstraZeneca,213967
Latvia,20-05-21,Pfizer/BioNTech,286696
Latvia,21-05-21,Johnson&Johnson,11672
Latvia,21-05-21,Moderna,128964
Latvia,21-05-21,Oxford/AstraZeneca,215390
Latvia,21-05-21,Pfizer/BioNTech,299559
Latvia,22-05-21,Johnson&Johnson,13154
Latvia,22-05-21,Moderna,130596
Latvia,22-05-21,Oxford/AstraZeneca,215813
Latvia,22-05-21,Pfizer/BioNTech,308768
Latvia,23-05-21,Johnson&Johnson,13365
Latvia,23-05-21,Moderna,131446
Latvia,23-05-21,Oxford/AstraZeneca,215815
Latvia,23-05-21,Pfizer/BioNTech,310525
Latvia,24-05-21,Johnson&Johnson,14731
Latvia,24-05-21,Moderna,134190
Latvia,24-05-21,Oxford/AstraZeneca,217736
Latvia,24-05-21,Pfizer/BioNTech,316362
Latvia,25-05-21,Johnson&Johnson,15854
Latvia,25-05-21,Moderna,138272
Latvia,25-05-21,Oxford/AstraZeneca,220063
Latvia,25-05-21,Pfizer/BioNTech,329350
Latvia,26-05-21,Johnson&Johnson,16880
Latvia,26-05-21,Moderna,142284
Latvia,26-05-21,Oxford/AstraZeneca,223152
Latvia,26-05-21,Pfizer/BioNTech,343106
Latvia,27-05-21,Johnson&Johnson,17808
Latvia,27-05-21,Moderna,145959
Latvia,27-05-21,Oxford/AstraZeneca,225914
Latvia,27-05-21,Pfizer/BioNTech,357616
Latvia,28-05-21,Johnson&Johnson,19240
Latvia,28-05-21,Moderna,150090
Latvia,28-05-21,Oxford/AstraZeneca,227848
Latvia,28-05-21,Pfizer/BioNTech,374787
Latvia,29-05-21,Johnson&Johnson,20888
Latvia,29-05-21,Moderna,150747
Latvia,29-05-21,Oxford/AstraZeneca,228100
Latvia,29-05-21,Pfizer/BioNTech,384084
Latvia,30-05-21,Johnson&Johnson,21625
Latvia,30-05-21,Moderna,150941
Latvia,30-05-21,Oxford/AstraZeneca,228135
Latvia,30-05-21,Pfizer/BioNTech,387254
Latvia,31-05-21,Johnson&Johnson,22682
Latvia,31-05-21,Moderna,152635
Latvia,31-05-21,Oxford/AstraZeneca,229763
Latvia,31-05-21,Pfizer/BioNTech,395901
Latvia,01-06-21,Johnson&Johnson,23632
Latvia,01-06-21,Moderna,154390
Latvia,01-06-21,Oxford/AstraZeneca,232433
Latvia,01-06-21,Pfizer/BioNTech,411695
Latvia,02-06-21,Johnson&Johnson,25089
Latvia,02-06-21,Moderna,157298
Latvia,02-06-21,Oxford/AstraZeneca,235116
Latvia,02-06-21,Pfizer/BioNTech,426616
Latvia,03-06-21,Johnson&Johnson,26167
Latvia,03-06-21,Moderna,161216
Latvia,03-06-21,Oxford/AstraZeneca,237444
Latvia,03-06-21,Pfizer/BioNTech,441074
Latvia,04-06-21,Johnson&Johnson,27982
Latvia,04-06-21,Moderna,166026
Latvia,04-06-21,Oxford/AstraZeneca,238752
Latvia,04-06-21,Pfizer/BioNTech,453182
Latvia,05-06-21,Johnson&Johnson,29021
Latvia,05-06-21,Moderna,167696
Latvia,05-06-21,Oxford/AstraZeneca,239014
Latvia,05-06-21,Pfizer/BioNTech,461444
Latvia,06-06-21,Johnson&Johnson,30103
Latvia,06-06-21,Moderna,167801
Latvia,06-06-21,Oxford/AstraZeneca,239025
Latvia,06-06-21,Pfizer/BioNTech,465453
Latvia,07-06-21,Johnson&Johnson,31150
Latvia,07-06-21,Moderna,170044
Latvia,07-06-21,Oxford/AstraZeneca,240965
Latvia,07-06-21,Pfizer/BioNTech,475144
Latvia,08-06-21,Johnson&Johnson,32561
Latvia,08-06-21,Moderna,172267
Latvia,08-06-21,Oxford/AstraZeneca,244253
Latvia,08-06-21,Pfizer/BioNTech,486313
Latvia,09-06-21,Johnson&Johnson,33776
Latvia,09-06-21,Moderna,174521
Latvia,09-06-21,Oxford/AstraZeneca,247817
Latvia,09-06-21,Pfizer/BioNTech,497625
Latvia,10-06-21,Johnson&Johnson,35373
Latvia,10-06-21,Moderna,176882
Latvia,10-06-21,Oxford/AstraZeneca,250943
Latvia,10-06-21,Pfizer/BioNTech,507536
Latvia,11-06-21,Johnson&Johnson,36946
Latvia,11-06-21,Moderna,179536
Latvia,11-06-21,Oxford/AstraZeneca,253455
Latvia,11-06-21,Pfizer/BioNTech,518168
Latvia,12-06-21,Johnson&Johnson,38239
Latvia,12-06-21,Moderna,180583
Latvia,12-06-21,Oxford/AstraZeneca,253678
Latvia,12-06-21,Pfizer/BioNTech,523855
Latvia,13-06-21,Johnson&Johnson,38702
Latvia,13-06-21,Moderna,180909
Latvia,13-06-21,Oxford/AstraZeneca,253687
Latvia,13-06-21,Pfizer/BioNTech,524681
Latvia,14-06-21,Johnson&Johnson,39595
Latvia,14-06-21,Moderna,182841
Latvia,14-06-21,Oxford/AstraZeneca,254949
Latvia,14-06-21,Pfizer/BioNTech,530962
Latvia,15-06-21,Johnson&Johnson,41259
Latvia,15-06-21,Moderna,184554
Latvia,15-06-21,Oxford/AstraZeneca,257731
Latvia,15-06-21,Pfizer/BioNTech,537770
Latvia,16-06-21,Johnson&Johnson,42857
Latvia,16-06-21,Moderna,186637
Latvia,16-06-21,Oxford/AstraZeneca,260489
Latvia,16-06-21,Pfizer/BioNTech,547223
Latvia,17-06-21,Johnson&Johnson,44511
Latvia,17-06-21,Moderna,188219
Latvia,17-06-21,Oxford/AstraZeneca,262740
Latvia,17-06-21,Pfizer/BioNTech,555017
Latvia,18-06-21,Johnson&Johnson,46517
Latvia,18-06-21,Moderna,190152
Latvia,18-06-21,Oxford/AstraZeneca,264811
Latvia,18-06-21,Pfizer/BioNTech,566307
Latvia,19-06-21,Johnson&Johnson,48007
Latvia,19-06-21,Moderna,191763
Latvia,19-06-21,Oxford/AstraZeneca,265331
Latvia,19-06-21,Pfizer/BioNTech,571147
Latvia,20-06-21,Johnson&Johnson,48668
Latvia,20-06-21,Moderna,192467
Latvia,20-06-21,Oxford/AstraZeneca,265394
Latvia,20-06-21,Pfizer/BioNTech,573195
Latvia,21-06-21,Johnson&Johnson,50188
Latvia,21-06-21,Moderna,194202
Latvia,21-06-21,Oxford/AstraZeneca,268435
Latvia,21-06-21,Pfizer/BioNTech,579428
Latvia,22-06-21,Johnson&Johnson,51478
Latvia,22-06-21,Moderna,195609
Latvia,22-06-21,Oxford/AstraZeneca,269503
Latvia,22-06-21,Pfizer/BioNTech,586011
Latvia,23-06-21,Johnson&Johnson,51604
Latvia,23-06-21,Moderna,195642
Latvia,23-06-21,Oxford/AstraZeneca,269505
Latvia,23-06-21,Pfizer/BioNTech,586186
Latvia,24-06-21,Johnson&Johnson,51614
Latvia,24-06-21,Moderna,195661
Latvia,24-06-21,Oxford/AstraZeneca,269507
Latvia,24-06-21,Pfizer/BioNTech,586246
Latvia,25-06-21,Johnson&Johnson,51941
Latvia,25-06-21,Moderna,196942
Latvia,25-06-21,Oxford/AstraZeneca,269641
Latvia,25-06-21,Pfizer/BioNTech,587496
Latvia,26-06-21,Johnson&Johnson,52551
Latvia,26-06-21,Moderna,197174
Latvia,26-06-21,Oxford/AstraZeneca,270780
Latvia,26-06-21,Pfizer/BioNTech,588718
Latvia,27-06-21,Johnson&Johnson,53021
Latvia,27-06-21,Moderna,197334
Latvia,27-06-21,Oxford/AstraZeneca,272013
Latvia,27-06-21,Pfizer/BioNTech,589125
Latvia,28-06-21,Johnson&Johnson,54327
Latvia,28-06-21,Moderna,199689
